NÚMERO DE VACAS,STOC,ÍNDICE,TOURO NAAB,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %,NAAB,NOME CURTO,INB %
5721,CN,352,001HO15476,011HO17733,AltaFANZONE,3.02,011HO17721,AltaYOSHI,2.24,,,
5730,CN,326,200HO11783,011HO17721,AltaYOSHI,1.32,011HO17399,AltaINSPIRE 4,1.21,011HO17733,AltaFANZONE,2.06
5746,CN,252,011HO15088,011HO17399,AltaINSPIRE 4,2.84,011HO17733,AltaFANZONE,3.73,011HO17721,AltaYOSHI,2.93
5747,CN,344,007HO15523,011HO17733,AltaFANZONE,1.35,011HO17721,AltaYOSHI,0.86,,,
5755,CN,236,001HO15672,011HO17721,AltaYOSHI,2.87,011HO17399,AltaINSPIRE 4,5.50,011HO17733,AltaFANZONE,2.92
5756,CN,3,011HO12281,011HO17399,AltaINSPIRE 4,1.74,011HO17721,AltaYOSHI,1.01,011HO17733,AltaFANZONE,1.58
5759,CN,-125,200HO11652,011HO17733,AltaFANZONE,0.54,011HO17721,AltaYOSHI,0.14,011HO17399,AltaINSPIRE 4,0.46
5769,CN,130,011HO12422,011HO17721,AltaYOSHI,1.50,011HO17733,AltaFANZONE,2.41,011HO17399,AltaINSPIRE 4,1.84
5774,CN,140,011HO12422,011HO17721,AltaYOSHI,1.22,011HO17733,AltaFANZONE,2.05,011HO17399,AltaINSPIRE 4,1.63
5793,CN,162,551HO03379,011HO17721,AltaYOSHI,0.85,011HO17733,AltaFANZONE,1.74,011HO17399,AltaINSPIRE 4,1.12
5807,CN,-145,007HO13730,011HO17733,AltaFANZONE,1.44,011HO17721,AltaYOSHI,1.08,011HO17399,AltaINSPIRE 4,2.39
5833,CN,21,734HO00122,011HO17399,AltaINSPIRE 4,0.41,011HO17721,AltaYOSHI,0.38,011HO17733,AltaFANZONE,0.54
5834,CN,370,551HO04438,011HO17399,AltaINSPIRE 4,1.64,011HO17733,AltaFANZONE,1.79,011HO17721,AltaYOSHI,1.09
5845,CN,259,551HO03379,011HO17721,AltaYOSHI,0.95,011HO17399,AltaINSPIRE 4,1.35,011HO17733,AltaFANZONE,1.87
5865,CN,228,011HO15981,011HO17721,AltaYOSHI,3.16,011HO17399,AltaINSPIRE 4,4.25,011HO17733,AltaFANZONE,2.89
5870,CN,300,011HO15245,011HO17733,AltaFANZONE,3.30,011HO17399,AltaINSPIRE 4,4.05,011HO17721,AltaYOSHI,4.06
5881,CN,340,777HO12045,011HO17399,AltaINSPIRE 4,1.44,011HO17733,AltaFANZONE,1.57,011HO17721,AltaYOSHI,0.86
5885,CN,173,007HO15266,011HO17721,AltaYOSHI,1.87,011HO17399,AltaINSPIRE 4,1.41,011HO17733,AltaFANZONE,2.13
5886,CN,44,007HO15825,011HO17399,AltaINSPIRE 4,1.26,011HO17721,AltaYOSHI,0.71,011HO17733,AltaFANZONE,1.35
5892,CN,128,200HO12025,011HO17721,AltaYOSHI,0.86,011HO17733,AltaFANZONE,1.69,,,
5905,CN,287,250HO15998,011HO17721,AltaYOSHI,3.06,011HO17399,AltaINSPIRE 4,3.25,011HO17733,AltaFANZONE,5.71
5911,CN,-103,200HO06480,011HO17733,AltaFANZONE,0.46,011HO17721,AltaYOSHI,0.19,,,
5912,CN,95,551HO03379,011HO17399,AltaINSPIRE 4,1.12,011HO17721,AltaYOSHI,0.85,011HO17733,AltaFANZONE,1.64
5918,CN,270,011HO15088,011HO17721,AltaYOSHI,3.00,011HO17399,AltaINSPIRE 4,2.74,011HO17733,AltaFANZONE,3.51
5943,CN,-27,029HO20120,011HO17399,AltaINSPIRE 4,1.45,011HO17721,AltaYOSHI,0.76,011HO17733,AltaFANZONE,1.12
5958,CN,158,007HO14320,011HO17721,AltaYOSHI,0.88,011HO17733,AltaFANZONE,2.39,011HO17399,AltaINSPIRE 4,1.81
5959,CN,360,029HO19773,011HO17733,AltaFANZONE,2.76,011HO17399,AltaINSPIRE 4,1.20,011HO17721,AltaYOSHI,0.86
5961,CN,44,007HO15825,011HO17399,AltaINSPIRE 4,1.26,011HO17721,AltaYOSHI,0.71,011HO17733,AltaFANZONE,1.35
5967,CN,319,011HO15789,011HO17399,AltaINSPIRE 4,6.31,011HO17733,AltaFANZONE,2.42,011HO17721,AltaYOSHI,3.48
5984,CN,257,011HO15088,011HO17721,AltaYOSHI,3.00,011HO17399,AltaINSPIRE 4,2.74,011HO17733,AltaFANZONE,3.51
5990,CN,240,011HO12374,011HO17721,AltaYOSHI,2.25,011HO17399,AltaINSPIRE 4,4.59,011HO17733,AltaFANZONE,3.13
5994,CN,340,200HO11977,011HO17733,AltaFANZONE,1.95,011HO17399,AltaINSPIRE 4,2.42,011HO17721,AltaYOSHI,1.66
6000,CN,-134,200HO10146,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.01,011HO17399,AltaINSPIRE 4,0.00
6006,CN,-327,551HO03566,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,,,
6009,CN,154,001HO15515,011HO17721,AltaYOSHI,4.98,011HO17733,AltaFANZONE,1.86,011HO17399,AltaINSPIRE 4,2.85
6019,CN,108,007HO15266,011HO17399,AltaINSPIRE 4,1.61,011HO17721,AltaYOSHI,1.97,011HO17733,AltaFANZONE,2.41
6033,CN,117,007HO15266,011HO17721,AltaYOSHI,1.97,011HO17733,AltaFANZONE,1.90,011HO17399,AltaINSPIRE 4,1.21
6041,CN,337,001HO15461,011HO17733,AltaFANZONE,1.96,011HO17399,AltaINSPIRE 4,2.40,011HO17721,AltaYOSHI,1.06
6044,CN,-70,200HO11828,011HO17733,AltaFANZONE,0.61,011HO17721,AltaYOSHI,0.27,011HO17399,AltaINSPIRE 4,0.48
6055,CN,198,007HO15563,011HO17721,AltaYOSHI,1.50,011HO17399,AltaINSPIRE 4,2.85,011HO17733,AltaFANZONE,3.00
6060,CN,193,011HO12370,011HO17721,AltaYOSHI,4.37,011HO17399,AltaINSPIRE 4,3.43,011HO17733,AltaFANZONE,4.52
6066,CN,44,007HO15825,011HO17399,AltaINSPIRE 4,1.26,011HO17721,AltaYOSHI,0.71,011HO17733,AltaFANZONE,1.35
6074,CN,292,777HO12045,011HO17399,AltaINSPIRE 4,1.31,011HO17733,AltaFANZONE,1.92,011HO17721,AltaYOSHI,1.04
6082,CN,169,007HO14402,011HO17399,AltaINSPIRE 4,2.39,011HO17733,AltaFANZONE,2.67,011HO17721,AltaYOSHI,1.57
6089,CN,120,200HO11783,011HO17721,AltaYOSHI,0.56,011HO17733,AltaFANZONE,1.23,011HO17399,AltaINSPIRE 4,0.84
6094,CN,24,515HO00370,011HO17399,AltaINSPIRE 4,3.03,011HO17721,AltaYOSHI,2.00,011HO17733,AltaFANZONE,2.82
6109,CN,122,001HO15515,011HO17721,AltaYOSHI,7.67,011HO17733,AltaFANZONE,3.55,011HO17399,AltaINSPIRE 4,3.10
6128,CN,266,011HO15981,011HO17399,AltaINSPIRE 4,4.39,011HO17733,AltaFANZONE,3.36,011HO17721,AltaYOSHI,4.49
6136,CN,329,011HO15036,011HO17733,AltaFANZONE,2.34,011HO17399,AltaINSPIRE 4,5.61,011HO17721,AltaYOSHI,4.03
6146,CN,158,011HO15981,011HO17399,AltaINSPIRE 4,3.28,011HO17733,AltaFANZONE,2.07,011HO17721,AltaYOSHI,2.55
9643,CN,230,029HO19398,011HO17721,AltaYOSHI,1.94,011HO17399,AltaINSPIRE 4,2.57,011HO17733,AltaFANZONE,2.76
20007,CN,137,029HO18693,011HO17721,AltaYOSHI,2.22,011HO17733,AltaFANZONE,3.10,011HO17399,AltaINSPIRE 4,2.77
20090,CN,-77,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.36,011HO17399,AltaINSPIRE 4,0.00
20098,CN,386,777HO11852,011HO17733,AltaFANZONE,2.73,011HO17399,AltaINSPIRE 4,4.09,011HO17721,AltaYOSHI,1.87
20106,CN,-248,029HO14142,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.61
20128,CN,-189,011HO11380,011HO17733,AltaFANZONE,1.82,011HO17721,AltaYOSHI,0.46,011HO17399,AltaINSPIRE 4,1.62
20129,CN,89,029HO19000,011HO17399,AltaINSPIRE 4,1.40,011HO17721,AltaYOSHI,1.36,011HO17733,AltaFANZONE,2.75
20204,CN,16,029HO17553,011HO17399,AltaINSPIRE 4,1.45,011HO17721,AltaYOSHI,3.34,011HO17733,AltaFANZONE,3.34
20211,CN,203,014HO15182,011HO17721,AltaYOSHI,2.36,011HO17399,AltaINSPIRE 4,2.34,011HO17733,AltaFANZONE,4.60
20215,CN,257,029HO18960,011HO17733,AltaFANZONE,6.08,011HO17399,AltaINSPIRE 4,2.84,011HO17721,AltaYOSHI,1.92
20220,CN,-119,007HO13416,011HO17733,AltaFANZONE,3.10,011HO17721,AltaYOSHI,0.89,,,
20260,CN,332,029HO19448,011HO17733,AltaFANZONE,4.47,011HO17399,AltaINSPIRE 4,3.33,011HO17721,AltaYOSHI,3.55
20317,CN,168,007HO14158,011HO17721,AltaYOSHI,4.03,011HO17399,AltaINSPIRE 4,2.94,011HO17733,AltaFANZONE,3.32
20320,CN,-50,029HO18689,011HO17399,AltaINSPIRE 4,2.06,011HO17721,AltaYOSHI,1.14,011HO17733,AltaFANZONE,1.89
20330,CN,21,203HO01468,011HO17399,AltaINSPIRE 4,2.25,011HO17721,AltaYOSHI,1.75,011HO17733,AltaFANZONE,3.08
20334,CN,-79,777HO03913,011HO17733,AltaFANZONE,0.20,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
20346,CN,122,777HO11186,011HO17721,AltaYOSHI,2.49,011HO17733,AltaFANZONE,2.35,011HO17399,AltaINSPIRE 4,5.53
20348,CN,92,551HO03696,011HO17399,AltaINSPIRE 4,1.98,011HO17721,AltaYOSHI,1.26,011HO17733,AltaFANZONE,2.43
20410,CN,165,029HO18787,011HO17721,AltaYOSHI,3.83,011HO17733,AltaFANZONE,4.68,011HO17399,AltaINSPIRE 4,2.85
20461,CN,235,200HO10955,011HO17399,AltaINSPIRE 4,6.47,011HO17733,AltaFANZONE,2.02,011HO17721,AltaYOSHI,2.70
20463,CN,-146,200HO10363,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
20465,CN,-29,029HO17573,011HO17399,AltaINSPIRE 4,2.05,011HO17721,AltaYOSHI,0.77,011HO17733,AltaFANZONE,2.47
20466,CN,291,029HO19226,011HO17399,AltaINSPIRE 4,3.23,011HO17733,AltaFANZONE,3.16,011HO17721,AltaYOSHI,1.97
20467,CN,270,029HO19235,011HO17733,AltaFANZONE,2.43,011HO17399,AltaINSPIRE 4,2.00,011HO17721,AltaYOSHI,1.43
20479,CN,-25,029HO17573,011HO17399,AltaINSPIRE 4,2.05,011HO17721,AltaYOSHI,0.77,011HO17733,AltaFANZONE,2.47
20480,CN,129,001HO12996,011HO17721,AltaYOSHI,1.27,011HO17733,AltaFANZONE,1.85,011HO17399,AltaINSPIRE 4,1.76
20504,CN,146,029HO18858,011HO17399,AltaINSPIRE 4,1.77,011HO17733,AltaFANZONE,1.73,011HO17721,AltaYOSHI,1.31
20514,CN,111,029HO19217,011HO17721,AltaYOSHI,1.62,011HO17733,AltaFANZONE,2.88,011HO17399,AltaINSPIRE 4,2.33
20527,CN,-45,029HO17944,011HO17733,AltaFANZONE,1.44,011HO17721,AltaYOSHI,1.18,,,
20542,CN,136,029HO19000,011HO17721,AltaYOSHI,1.46,011HO17733,AltaFANZONE,3.01,011HO17399,AltaINSPIRE 4,2.02
20568,CN,177,029HO18693,011HO17721,AltaYOSHI,2.84,011HO17399,AltaINSPIRE 4,3.08,011HO17733,AltaFANZONE,3.77
20569,CN,226,029HO19010,011HO17733,AltaFANZONE,4.08,011HO17721,AltaYOSHI,2.31,,,
20579,CN,301,029HO19629,011HO17733,AltaFANZONE,2.59,011HO17399,AltaINSPIRE 4,1.85,011HO17721,AltaYOSHI,2.01
20591,CN,153,029HO18693,011HO17399,AltaINSPIRE 4,2.31,011HO17733,AltaFANZONE,2.69,011HO17721,AltaYOSHI,2.21
20609,CN,290,029HO19226,011HO17399,AltaINSPIRE 4,3.51,011HO17733,AltaFANZONE,3.52,011HO17721,AltaYOSHI,2.16
20620,CN,172,029HO19223,011HO17721,AltaYOSHI,1.11,011HO17399,AltaINSPIRE 4,1.90,011HO17733,AltaFANZONE,2.05
20637,CN,205,029HO18693,011HO17399,AltaINSPIRE 4,3.38,011HO17733,AltaFANZONE,4.03,011HO17721,AltaYOSHI,2.80
20651,CN,72,011HO15201,011HO17399,AltaINSPIRE 4,4.28,011HO17721,AltaYOSHI,2.11,011HO17733,AltaFANZONE,1.83
20652,CN,68,029HO18689,011HO17399,AltaINSPIRE 4,3.29,011HO17721,AltaYOSHI,1.67,011HO17733,AltaFANZONE,3.33
20654,CN,159,029HO18208,011HO17733,AltaFANZONE,3.05,011HO17721,AltaYOSHI,1.73,011HO17399,AltaINSPIRE 4,2.61
20666,CN,163,029HO18858,011HO17399,AltaINSPIRE 4,2.17,011HO17733,AltaFANZONE,1.92,011HO17721,AltaYOSHI,0.98
20679,CN,267,515HO00362,011HO17733,AltaFANZONE,2.59,011HO17399,AltaINSPIRE 4,5.17,011HO17721,AltaYOSHI,2.66
20689,CN,203,014HO15432,011HO17721,AltaYOSHI,1.99,011HO17399,AltaINSPIRE 4,1.37,011HO17733,AltaFANZONE,3.49
20698,CN,187,029HO18693,011HO17399,AltaINSPIRE 4,2.87,011HO17733,AltaFANZONE,3.41,011HO17721,AltaYOSHI,2.69
20701,CN,-135,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,011HO17399,AltaINSPIRE 4,0.00
20711,CN,166,029HO18708,011HO17721,AltaYOSHI,2.73,011HO17733,AltaFANZONE,3.51,011HO17399,AltaINSPIRE 4,4.47
21005,CN,208,029HO18225,011HO17721,AltaYOSHI,2.57,011HO17399,AltaINSPIRE 4,1.89,011HO17733,AltaFANZONE,3.50
21020,CN,242,777HO11186,011HO17721,AltaYOSHI,3.28,011HO17399,AltaINSPIRE 4,6.65,011HO17733,AltaFANZONE,3.84
21032,CN,280,029HO18960,011HO17733,AltaFANZONE,4.84,011HO17399,AltaINSPIRE 4,1.82,011HO17721,AltaYOSHI,1.56
21043,CN,56,029HO19000,011HO17399,AltaINSPIRE 4,1.60,011HO17721,AltaYOSHI,1.25,011HO17733,AltaFANZONE,2.85
21052,CN,303,029HO18960,011HO17733,AltaFANZONE,6.44,011HO17399,AltaINSPIRE 4,3.76,011HO17721,AltaYOSHI,2.63
21063,CN,91,029HO18611,011HO17733,AltaFANZONE,3.66,011HO17721,AltaYOSHI,2.26,,,
21068,CN,-272,029HO14344,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.10
21089,CN,234,029HO18225,011HO17399,AltaINSPIRE 4,1.89,011HO17733,AltaFANZONE,2.57,011HO17721,AltaYOSHI,1.14
21102,CN,-75,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.61,011HO17399,AltaINSPIRE 4,0.00
21125,CN,-72,203HO01468,011HO17733,AltaFANZONE,3.08,011HO17721,AltaYOSHI,1.59,011HO17399,AltaINSPIRE 4,2.25
21126,CN,-82,029HO17573,011HO17733,AltaFANZONE,2.47,011HO17721,AltaYOSHI,0.77,011HO17399,AltaINSPIRE 4,2.05
21155,CN,-211,007HO13730,011HO17733,AltaFANZONE,1.97,011HO17721,AltaYOSHI,1.61,011HO17399,AltaINSPIRE 4,2.35
21159,CN,85,001HO12996,011HO17399,AltaINSPIRE 4,1.95,011HO17721,AltaYOSHI,2.94,011HO17733,AltaFANZONE,3.00
21170,CN,-283,029HO13366,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.40,,,
21174,CN,11,029HO18689,011HO17399,AltaINSPIRE 4,2.22,011HO17721,AltaYOSHI,0.87,011HO17733,AltaFANZONE,1.79
21180,CN,272,029HO18960,011HO17399,AltaINSPIRE 4,2.94,011HO17733,AltaFANZONE,6.38,011HO17721,AltaYOSHI,2.41
21181,CN,32,551HO03305,011HO17399,AltaINSPIRE 4,0.62,011HO17721,AltaYOSHI,0.64,011HO17733,AltaFANZONE,1.03
21191,CN,372,777HO11852,011HO17399,AltaINSPIRE 4,3.95,011HO17733,AltaFANZONE,2.06,011HO17721,AltaYOSHI,1.49
21208,CN,411,200HO11586,011HO17733,AltaFANZONE,2.87,011HO17399,AltaINSPIRE 4,3.82,011HO17721,AltaYOSHI,2.31
21232,CN,181,029HO19000,011HO17733,AltaFANZONE,3.57,011HO17399,AltaINSPIRE 4,1.96,011HO17721,AltaYOSHI,1.76
21256,CN,255,029HO19226,011HO17399,AltaINSPIRE 4,2.20,011HO17733,AltaFANZONE,3.31,011HO17721,AltaYOSHI,1.72
21259,CN,215,029HO18787,011HO17399,AltaINSPIRE 4,3.04,011HO17733,AltaFANZONE,5.40,011HO17721,AltaYOSHI,4.41
21274,CN,143,029HO19010,011HO17721,AltaYOSHI,1.88,011HO17733,AltaFANZONE,3.29,,,
21276,CN,212,029HO19271,011HO17721,AltaYOSHI,1.52,011HO17399,AltaINSPIRE 4,2.51,011HO17733,AltaFANZONE,2.37
21282,CN,104,001HO15468,011HO17399,AltaINSPIRE 4,0.69,011HO17721,AltaYOSHI,0.59,011HO17733,AltaFANZONE,0.92
21284,CN,-181,029HO14142,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.61,011HO17399,AltaINSPIRE 4,0.00
21304,CN,300,029HO19235,011HO17733,AltaFANZONE,3.20,011HO17399,AltaINSPIRE 4,2.56,011HO17721,AltaYOSHI,1.83
21316,CN,271,029HO19398,011HO17721,AltaYOSHI,2.93,011HO17399,AltaINSPIRE 4,4.10,011HO17733,AltaFANZONE,4.02
21322,CN,-203,029HO18058,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.10
21332,CN,323,200HO11586,011HO17399,AltaINSPIRE 4,4.13,011HO17733,AltaFANZONE,3.10,011HO17721,AltaYOSHI,2.74
21334,CN,224,029HO19223,011HO17399,AltaINSPIRE 4,1.91,011HO17733,AltaFANZONE,2.16,011HO17721,AltaYOSHI,1.39
21353,CN,176,029HO18693,011HO17721,AltaYOSHI,2.48,011HO17399,AltaINSPIRE 4,2.95,011HO17733,AltaFANZONE,2.60
21407,CN,-207,029HO14258,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.15,011HO17399,AltaINSPIRE 4,0.00
21414,CN,339,029HO19629,011HO17733,AltaFANZONE,3.63,011HO17399,AltaINSPIRE 4,2.45,011HO17721,AltaYOSHI,3.17
21423,CN,108,029HO19286,011HO17399,AltaINSPIRE 4,2.05,011HO17721,AltaYOSHI,1.73,011HO17733,AltaFANZONE,2.26
21429,CN,216,029HO19531,011HO17399,AltaINSPIRE 4,3.10,011HO17733,AltaFANZONE,3.72,011HO17721,AltaYOSHI,2.74
21430,CN,16,029HO18225,011HO17399,AltaINSPIRE 4,0.41,011HO17721,AltaYOSHI,0.54,011HO17733,AltaFANZONE,1.01
21434,CN,167,029HO18960,011HO17721,AltaYOSHI,1.53,011HO17733,AltaFANZONE,4.84,011HO17399,AltaINSPIRE 4,1.82
21448,CN,206,029HO18225,011HO17399,AltaINSPIRE 4,1.88,011HO17733,AltaFANZONE,2.31,011HO17721,AltaYOSHI,1.64
21453,CN,225,029HO19809,011HO17399,AltaINSPIRE 4,2.25,011HO17733,AltaFANZONE,3.77,011HO17721,AltaYOSHI,3.44
21459,CN,-211,029HO17576,011HO17733,AltaFANZONE,1.43,011HO17721,AltaYOSHI,0.92,011HO17399,AltaINSPIRE 4,0.82
21470,CN,92,011HO12209,011HO17399,AltaINSPIRE 4,3.16,011HO17721,AltaYOSHI,2.03,011HO17733,AltaFANZONE,2.73
21475,CN,208,029HO18858,011HO17399,AltaINSPIRE 4,1.39,011HO17733,AltaFANZONE,1.04,011HO17721,AltaYOSHI,0.93
21476,CN,64,777HO10693,011HO17399,AltaINSPIRE 4,2.15,011HO17721,AltaYOSHI,1.18,011HO17733,AltaFANZONE,2.88
21478,CN,263,029HO19000,011HO17733,AltaFANZONE,4.20,011HO17399,AltaINSPIRE 4,2.87,011HO17721,AltaYOSHI,2.33
21489,CN,224,029HO19809,011HO17721,AltaYOSHI,3.99,011HO17399,AltaINSPIRE 4,3.40,011HO17733,AltaFANZONE,3.97
21493,CN,142,029HO18799,011HO17721,AltaYOSHI,3.04,011HO17733,AltaFANZONE,4.32,011HO17399,AltaINSPIRE 4,4.61
21499,CN,127,029HO19729,011HO17721,AltaYOSHI,1.71,011HO17733,AltaFANZONE,3.01,011HO17399,AltaINSPIRE 4,3.02
21502,CN,-257,029HO14344,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.31
21503,CN,190,029HO19629,011HO17721,AltaYOSHI,1.06,011HO17399,AltaINSPIRE 4,1.03,011HO17733,AltaFANZONE,1.14
21518,CN,-135,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,011HO17399,AltaINSPIRE 4,0.00
21529,CN,-20,029HO17573,011HO17399,AltaINSPIRE 4,2.05,011HO17721,AltaYOSHI,0.77,011HO17733,AltaFANZONE,2.47
21536,CN,-34,029HO17573,011HO17399,AltaINSPIRE 4,2.05,011HO17721,AltaYOSHI,0.77,011HO17733,AltaFANZONE,2.47
21548,CN,30,029HO18787,011HO17399,AltaINSPIRE 4,1.83,011HO17721,AltaYOSHI,3.44,011HO17733,AltaFANZONE,3.44
21558,CN,288,029HO19226,011HO17721,AltaYOSHI,1.67,011HO17399,AltaINSPIRE 4,2.77,011HO17733,AltaFANZONE,3.01
21572,CN,298,734HO00118,011HO17733,AltaFANZONE,2.91,011HO17399,AltaINSPIRE 4,3.89,011HO17721,AltaYOSHI,2.37
21583,CN,-222,029HO12209,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,,,
21588,CN,89,200HO10593,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.18,011HO17733,AltaFANZONE,0.00
21609,CN,189,029HO18545,011HO17721,AltaYOSHI,2.22,011HO17733,AltaFANZONE,3.34,,,
21610,CN,108,029HO18693,011HO17399,AltaINSPIRE 4,1.75,011HO17721,AltaYOSHI,1.81,011HO17733,AltaFANZONE,1.87
21611,CN,222,777HO11186,011HO17721,AltaYOSHI,3.24,011HO17399,AltaINSPIRE 4,5.89,011HO17733,AltaFANZONE,3.14
21614,CN,149,551HO03501,011HO17721,AltaYOSHI,2.41,011HO17733,AltaFANZONE,3.56,011HO17399,AltaINSPIRE 4,3.47
21620,CN,52,029HO18296,011HO17733,AltaFANZONE,3.19,011HO17721,AltaYOSHI,1.67,,,
21643,CN,194,029HO18693,011HO17399,AltaINSPIRE 4,3.46,011HO17733,AltaFANZONE,3.21,011HO17721,AltaYOSHI,2.60
21682,CN,69,029HO18611,011HO17733,AltaFANZONE,3.32,011HO17721,AltaYOSHI,2.42,,,
21694,CN,-180,777HO10448,011HO17733,AltaFANZONE,0.72,011HO17721,AltaYOSHI,0.60,011HO17399,AltaINSPIRE 4,0.41
21698,CN,-252,200HO10363,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.00
21703,CN,343,029HO19389,011HO17733,AltaFANZONE,3.48,011HO17399,AltaINSPIRE 4,2.72,011HO17721,AltaYOSHI,2.11
21731,CN,198,029HO18787,011HO17721,AltaYOSHI,4.43,011HO17399,AltaINSPIRE 4,3.47,011HO17733,AltaFANZONE,5.60
21732,CN,-212,011HO11317,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
21742,CN,159,029HO18343,011HO17721,AltaYOSHI,1.46,011HO17733,AltaFANZONE,2.59,011HO17399,AltaINSPIRE 4,2.35
21749,CN,166,029HO18799,011HO17721,AltaYOSHI,2.93,011HO17733,AltaFANZONE,4.38,011HO17399,AltaINSPIRE 4,4.10
21750,CN,123,029HO19398,011HO17721,AltaYOSHI,1.55,011HO17733,AltaFANZONE,2.67,011HO17399,AltaINSPIRE 4,2.58
21769,CN,155,029HO19286,011HO17721,AltaYOSHI,2.88,011HO17733,AltaFANZONE,3.84,011HO17399,AltaINSPIRE 4,2.39
21786,CN,-236,029HO14615,011HO17733,AltaFANZONE,0.00,011HO17399,AltaINSPIRE 4,0.00,011HO17721,AltaYOSHI,0.20
21789,CN,355,029HO19773,011HO17733,AltaFANZONE,3.63,011HO17399,AltaINSPIRE 4,2.09,011HO17721,AltaYOSHI,1.45
21791,CN,333,029HO19448,011HO17733,AltaFANZONE,3.63,011HO17399,AltaINSPIRE 4,2.44,011HO17721,AltaYOSHI,3.19
21800,CN,94,029HO18208,011HO17399,AltaINSPIRE 4,1.62,011HO17721,AltaYOSHI,1.63,011HO17733,AltaFANZONE,2.54
22003,CN,23,203HO01468,011HO17399,AltaINSPIRE 4,2.65,011HO17721,AltaYOSHI,2.08,011HO17733,AltaFANZONE,3.79
22004,CN,176,029HO18693,011HO17721,AltaYOSHI,2.48,011HO17399,AltaINSPIRE 4,2.95,011HO17733,AltaFANZONE,2.60
22006,CN,-180,200HO06639,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,011HO17399,AltaINSPIRE 4,0.00
22019,CN,16,029HO17553,011HO17399,AltaINSPIRE 4,1.45,011HO17721,AltaYOSHI,3.34,011HO17733,AltaFANZONE,3.34
22022,CN,-80,009HO04004,011HO17733,AltaFANZONE,2.44,011HO17721,AltaYOSHI,1.43,011HO17399,AltaINSPIRE 4,1.86
22026,CN,-205,029HO14142,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.61,011HO17399,AltaINSPIRE 4,0.00
22030,CN,118,029HO18611,011HO17721,AltaYOSHI,2.69,011HO17733,AltaFANZONE,3.70,,,
22038,CN,232,001HO15055,011HO17721,AltaYOSHI,3.55,011HO17399,AltaINSPIRE 4,5.25,011HO17733,AltaFANZONE,3.15
22043,CN,-404,007HO10606,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.00,011HO17399,AltaINSPIRE 4,0.00
22049,CN,12,029HO18689,011HO17399,AltaINSPIRE 4,2.78,011HO17721,AltaYOSHI,1.48,011HO17733,AltaFANZONE,2.71
22053,CN,103,029HO18373,011HO17399,AltaINSPIRE 4,1.81,011HO17721,AltaYOSHI,1.39,011HO17733,AltaFANZONE,2.33
22060,CN,206,029HO18903,011HO17399,AltaINSPIRE 4,3.89,011HO17733,AltaFANZONE,2.52,011HO17721,AltaYOSHI,2.14
22064,CN,18,029HO18490,011HO17399,AltaINSPIRE 4,1.81,011HO17721,AltaYOSHI,1.08,011HO17733,AltaFANZONE,1.59
22098,CN,-149,011HO12124,011HO17733,AltaFANZONE,1.70,011HO17721,AltaYOSHI,0.96,011HO17399,AltaINSPIRE 4,2.02
22099,CN,-132,029HO16955,011HO17733,AltaFANZONE,0.00,011HO17721,AltaYOSHI,0.31,011HO17399,AltaINSPIRE 4,0.00
22108,CN,91,029HO19286,011HO17399,AltaINSPIRE 4,1.78,011HO17721,AltaYOSHI,1.67,011HO17733,AltaFANZONE,2.92
22133,CN,330,029HO19448,011HO17733,AltaFANZONE,3.99,011HO17399,AltaINSPIRE 4,2.72,011HO17721,AltaYOSHI,3.40
